Unnamed: 0,likes,status,time,category
320,85,"Modi has posted 15 tweets wishing each member of Indian cricket team.

I thought I was the only one wasting time In social media.",2015-02-12T17:35:19+0000,news
249,85,"At office, Me to computer - Thooki Adichuruven Paathukka.",2015-05-09T17:19:18+0000,life
32,85,"Feeling sorry for  YouTube employees who are in weekend support.

Net wire pinjurukkum. 

#Kabali _/\_",2016-05-01T08:39:06+0000,news
358,83,"My mobile browser supports Amazon,Snapdeal & Flipkart etc. My wallet doesn't.",2014-10-10T17:02:26+0000,life
147,82,"Vijay Sethupathi , always makes you realize that the biggest heroism lies in acting as a common man.

#NRD",2015-10-22T04:06:42+0000,movie
164,82,"You have to go in person to commissioner office twice , RTO thrice to get  a small NOC certificate to confirm there is no case registered over  your  vehicle ,  so that it can be transferred to another state.

Ennangada Digital India.",2015-09-27T17:10:21+0000,society
647,82,leaving the city of my joy for work. Thanks for   everyone and everything. Will miss a lot of things. After all best moments in life are realised only after we cross it .,2012-09-01T17:26:44+0000,life
55,82,"Making New friends  is a skill,  retaining old ones is an art.",2016-03-25T17:13:00+0000,philosophy
119,82,"Just now fought and chased off a party worker, he was trying to paste a sticker on my Facebook wall. 

#OdiPoda",2015-12-06T05:42:39+0000,politics
128,82,"*Anirudh - Kaetta udane pudikkum. 

*AR Rahman -  Kaekka kekka pudikkum. 

*Harris Jeyaraj  -  kaetta engayo kaetta madiri irukkum.",2015-11-28T15:22:14+0000,movie
350,82,Veetla plus 2 result vantha anikku sonna madiri Maadu mekka poiruntha kooda inneram hike vanthurukkum.,2014-10-26T07:11:00+0000,life
82,80,"Bangaloreans calm down about the roaming Leopard , Tomorrow morning  after witnessing the amount of traffic  it will go back to the place where it came  from.",2016-02-07T17:26:42+0000,news
252,80,Tom +2 results it seems . Fate of all students Will be decided tomorrow and they will get to know which of the 5 IT companies they will work for.,2015-05-06T14:11:11+0000,society
9,80,I wonder how Kohli manages to hit so hard consistently. Even my fate takes a break once in a while when hitting me.,2016-05-18T17:37:28+0000,sports
262,79,Namma Raasikku Microsoftlaye vela kedachum Excel department la than poduvanuga !,2015-04-28T15:25:23+0000,life
87,79,"Vijay to campaign for DMK.

Initially I was scared that they would win this time.",2016-02-02T04:23:53+0000,movie
84,79,"Watched Iruthi sutru. 

Now want to go back in time and erase my memories of watching M kumaran s/o Mahalakshmi, Badri and other such movies.",2016-02-06T18:43:55+0000,movie
244,79,"There is a guy in my team who was recruited to work and support  offshore build and production activities but ever since he joined  he has been flying  to on-site frequently . He is rarely seen here .I don't remember his last name , his first name is Narendra.",2015-05-14T14:10:16+0000,work
63,79,24 movie is about how Surya time travels and tries to erase  his memories about Anjaan.,2016-03-04T18:09:12+0000,movie
26,79,"*Surya time travels 43 years into the future. 

* Finds Kalaingar still contesting for elections. 

*Comes back to the present and breaks the machine.",2016-05-07T07:47:40+0000,movie
107,78,"When someone asks what's the plan for the new year

Salarykkaga Kaathirukkom",2015-12-23T03:58:26+0000,life
332,77,"If you think all IT employees go to Discoth??que on new years' eve like they show in movies , you are making a fool out of yourself.

zZzzzz

#GoodNight",2014-12-31T15:49:49+0000,life
172,76,"Life is the best teacher.

It never demands us to bring our parents.

#HappyTechersDay.",2015-09-05T05:00:58+0000,philosophy
150,76,"Sharath : Shall we leave ?

Radha Ravi : Vishall.",2015-10-18T18:16:39+0000,movie
178,76,That moment when you try some three four camera apps and realize the problem is actually with the face.,2015-08-22T17:24:22+0000,philosophy
360,75,Jayalalitha gets flipkart type bail.,2014-10-07T11:02:52+0000,politics
491,75,"We work looking forward to only two things , 1.Salary 2.Friday . It feels great when both comes on the same day.",2014-02-28T04:36:43+0000,work
14,75,"Tamilnadu will prosper when everyone realizes

* Ajithkkum oru vottu than

* Vijaykkum oru vottu than

*Pakkathu veetu pankaja maamikkum oru vottu than.",2016-05-16T06:09:44+0000,society
240,75,My Apprisal review went like 'Ramar nallavaru than aana Seethaiya santhega pattutare !',2015-05-18T16:59:33+0000,work
152,74,"Thaai food is much better than Thai food.

#Home #Food",2015-10-18T15:43:51+0000,philosophy
186,74,"Stat attack: Everyday on average 4 people from my news feed are going to US.

#GodBless",2015-08-13T15:40:53+0000,life
50,73,"Vaiko is that IT employee who keeps jumping between TCS,  Infosys,  CTS and wipro.",2016-04-05T13:43:47+0000,politics
18,73,"Tomorrow is the Big day. 

Warming myself up for posts saying

*Thala stood in queue with public and voted, unless he is Gentleman. 

*Thalabathi was offered three votes but turned down,  admit the respect.",2016-05-15T08:53:21+0000,politics
237,72,"If 10th results were announced by MNCs they would have given  state first to one guy and would have told 40 others  ""we are expecting more from you"".",2015-05-21T15:06:56+0000,education
200,72,"Things Change , Times change , people change but the joy of coming to hometown doesn't.",2015-07-18T14:30:53+0000,life
110,72,Abhishek Bachan is planning to title his next movie Mendoza so that it will run.,2015-12-20T16:00:16+0000,sports
519,71,"When i Go into an ATM booth its never a stranger that hurts me , its always the available balance .",2013-11-22T12:39:10+0000,life
271,71,"Two new movies have got released this weekend.

If Mani lets you down, don worry, there is Muni.",2015-04-17T11:53:57+0000,movie
221,71,"Simbu's whatsapp status

Vaazhu. Vaala vidu.",2015-06-18T15:54:02+0000,movie
28,71,"Imagine a Ramki film, a Ramarajan film and a Vadivukarasi film are only new releases for a weekend and you are under few circumstances that you must watch any one of them. That's the exact state of TN elections.",2016-05-03T16:07:31+0000,politics
230,71,"Death is inevitable.

Pogara usuru 4 packet Maggi saaptu pogattum.",2015-06-03T02:33:43+0000,philosophy
68,70,"Between smart TVs,  smart phones and smart watches there is something called life,  time to upgrade that.",2016-03-01T15:35:13+0000,philosophy
123,70,"Thupakki dawww, Mankatha dawww

Flood la avasti padra makkaluklu udava,  edam  kudukka  ivanuga evanume munvaralae dawww 

#LosersDawww",2015-12-01T16:38:09+0000,movie
185,69,"It is funny to see Simbu fans updating their status as Vaalu FDFS can't wait.

Come on, let's be honest you can wait.",2015-08-13T16:28:19+0000,movie
444,69,"BJP leading all over India , but in Tamil Nadu its ADMK . We are always different .",2014-05-16T04:45:24+0000,politics
58,69,"When you are sad,  nothing consoles you better than food.",2016-03-16T16:25:07+0000,philosophy
473,69,"India has reached the finals of two major world events in last 3 years , probably the only achievement of congress in their last term.",2014-04-04T16:08:35+0000,politics
557,68,"Seeing Telangana i  got inspired and asked my parents for a separate  room in my home , unlike congress they told me to get out .",2013-08-01T16:15:38+0000,life
208,68,"Usual Tamil masala films are struggling to make business and films like Kakka Muttai and Indru Netru Naalai are running housefull.

What a time to be alive !",2015-07-04T06:15:35+0000,movie
263,68,"Few of the Vijay Tv award winners yesterday took an initiative to use public transport . They took a town bus back to their home.

Conductor - Thambi sillarai irukka?
Winner - illa Anne , Vijay Tv award than irukku.
Conductor - Seri paravalla kudu.",2015-04-26T06:49:46+0000,tv
126,67,"Ola cabs, Snapdeal, Red bus are the  only bunch of people who text me, saying that they miss me.",2015-11-30T11:30:05+0000,life
19,67,"Election Campaign is finally over.

Feels like a bliss to see Chennai Amrita ads back in tv again.",2016-05-14T16:24:47+0000,tv
137,67,Two minutes of silence to all the people who sat inside water pipes in kaththi.,2015-11-16T04:56:33+0000,news
16,67,"*News: Avar Varisayil nindru vaakalithaar,  ivar Varisayil nindru vaakalithaar. 

Illa nee nera ulla poi pottuthan than paaren.",2016-05-16T02:50:11+0000,news
111,67,That match sums up the roller coaster ride Chennai has had this December and  in the end Chennai  wins.,2015-12-20T15:31:56+0000,sports
5,67,PM Modi Calls and Congratulates Vijayakanth and Sarath Kumar for contesting in the election.,2016-05-19T06:11:41+0000,politics
274,67,"Running behind money , We miss many.",2015-04-14T17:06:11+0000,philosophy
222,67,"Not often you clap with a smile after a movie gets over.

#KakkaMuttai #FullOfLife",2015-06-18T03:42:04+0000,movie
33,66,"Workers day on a Sunday. 

#SathyaSothanai",2016-05-01T02:31:43+0000,work
30,66,"After watching a few election ad campaigns by political parties,  Chennai Amrita ad looks far more sensible.",2016-05-02T16:41:21+0000,politics
217,66,"Had  a perception that there is no fun in practicing yoga , then I saw Vijayakanth doing it.",2015-06-23T17:31:44+0000,movie
229,66,"Parents of students from a  school in Chennai are protesting against discrimination based on fees .

Actually the bigger problem is discrimination based on marks , and no one cares about that.",2015-06-04T04:29:29+0000,education
199,66,#Maari Trailer & actual film are one of the best examples of expectation & reality in our life.,2015-07-19T08:38:08+0000,movie
278,66,"Banking projecta iruntha Enna ,Telecom projecta iruntha Enna, Illa Nasa la rocket vidra projecta iruntha Enna, Namma  panrathennamo coding thana da komutti thalaya!

#IthukkuEdukkuScenu?",2015-04-08T14:01:54+0000,work
66,66,"Seems like  +2 board exams begins tomorrow. 

Let the almighty give all the strength and courage to their parents.",2016-03-03T15:49:54+0000,education
120,66,"Amma stickers even on donkey's forehead.
",2015-12-05T02:06:13+0000,politics
11,65,"Plus two result and Election results within a gap of two days in TamilNadu. 

One result is valid for 5 years, another is valid till the  candidate takes up M3 exam.",2016-05-18T15:36:56+0000,education
459,65,"A day when you can show your index finger to the politicians , for the next 5 years it will be the politicians showing the next finger to us.",2014-04-24T04:41:36+0000,politics
157,65,"padathula adichuttu saagaravanugala vida , padathukaga adichuttu saagaravanuga than jaasthi.",2015-10-10T14:07:06+0000,movie
116,65,"A week after the flood the biggest problem  we have currently is a song, and that's how quickly we bounce back.",2015-12-13T14:45:33+0000,society
130,65,"*Bashes  Amir Khan  for comments of leaving India.

*Prays everyday for H1B visa.

#JustIndianThings",2015-11-24T15:51:01+0000,society
334,65,In this world  true people and lost planes are two of the hardest things to find.,2014-12-29T14:04:55+0000,philosophy
280,65,"If Anuska Sharma doesn't dance properly today , blame Kholi . Okay ?",2015-04-07T15:36:11+0000,sports
72,64,Filter Coffee is the best thing that happens to me every day.,2016-02-27T03:33:46+0000,life
49,64,"Machi eppo India vara? 

Friend in abroad : Summer la machi. 

Correcta solra eppo vara? 

Friend : Athan sonnane,  summer la. 

Dae,  inga eppovume summer thanda.",2016-04-06T16:08:54+0000,life
231,64,"It was never the Dress code that bothered me , it was always the work load.",2015-06-02T15:38:38+0000,work
211,64,#IndruNetruNaalai sounded cool until I realized tomorrow is Monday.,2015-06-28T16:40:45+0000,life
8,64,Meanwhile Vijayakanth is searching for Perarasu's  number to ask him about  doing a movie.,2016-05-19T03:34:38+0000,politics
37,64,"TV ads these days.. 

* Pona vaaram plot oda vela 3.5 lakhs. 

* Intha vaaram athoda vela 4 lakhs. 

* Pona plot vaaram vanginavangalukku 50 thousand profit. 

* Neenga intha vaaram 4 lakhs kuduthu vaangina next weeke ungalukkum 50 thousand profit kedaikkum. 

Dei,  athukku plota neengale vechuttu oru varushathukku apparam vikkalame neraya profit kedaikkume. 

#LoosuPasanga",2016-04-23T05:31:50+0000,tv
201,64,"Heard a Simbu Fan tried to commit suicide because of Vaalu release issue.

Tried? So,  even that failed ??",2015-07-17T04:05:01+0000,movie
168,64,"We did the same kind of digital clock for our final year project , our teachers  told it is unfit to be even a mini project . Yes, it did hurt more than getting arrested .

Obama, Zukerberg where were you all then ?",2015-09-18T02:58:33+0000,life
98,64,Life would be much better if odd even rule is applied to employees ids  instead of number plates.,2016-01-09T15:48:45+0000,philosophy
167,63,"Looks like Siva Karthikeyan was attacked by few people in Madurai airport.

If such a situation had happened in cinema he would have locked the airport from inside and would have come out only after killing them.

#RealityIsDifferent",2015-09-20T14:04:25+0000,movie
29,62,"Just when you start to think  think life has become too mundane and predictable,  Leicester City wins the league. 

What a story.",2016-05-03T00:31:06+0000,sports
42,62,"Theri 100 C. 

Veiyil 108?¯C.

#Mudiyala",2016-04-19T17:30:21+0000,movie
174,61,"Manchester United announces its partnership with HCL technologies.

No wonder there was a technical problem in sending documents with regards to De gea transfer . 

Anga work pannurathu poora namma payaluga than !!!",2015-09-02T17:37:43+0000,sports
12,61,"Not many might know this,  but I secured a state rank in my plus two boards. It was 18,708.",2016-05-17T05:31:13+0000,life
434,61,"Enough telling stories about a cobbler becoming US president, from now on tell stories about a tea vendor becoming an Indian Prime Minister .",2014-05-26T12:04:02+0000,politics
422,61,"Football, because you start kicking even before you were born.

#4daystogo",2014-06-08T03:33:06+0000,sports
13,61,"57% Voter turn out  in Chennai. 

Think ppl in Chennai took the saying ""The best possible way to punish your enemy is to ignore them"" way too seriously.",2016-05-16T14:05:09+0000,politics
189,60,"Sundar Pichai becomes Google CEO.

Ethachu certification course mudichirupaple.",2015-08-11T03:02:33+0000,news
7,60,"Anbumani Ramadoss Trailing. 

By the way he spoke in campaign I thought he would defeat Obama.",2016-05-19T04:19:05+0000,politics
259,60,Hard work always takes you to great heights and places you just below the person who is lucky.,2015-04-30T16:54:41+0000,philosophy
162,60,"The day when you happen to hear a DSP song as a situation song in your life, Is the day you will lose all  hope in life.",2015-10-03T05:26:16+0000,movie
104,60,We are in that time of the year where we don't know whether to look backwards or forward.,2015-12-30T16:27:10+0000,life
251,59,"This year 9500 students have secured centum in Mathematics.

Our education system never ceases to amuse me.

_/\_",2015-05-07T14:09:37+0000,education
314,59,"SouthAfrican- How to prevent so many Indians coming for a match played in abroad.

Indian - its easy , play something other than cricket.

#PoorOtherSports",2015-02-22T11:10:34+0000,sports
24,59,All kinds of friendship lasts only till the food arrives at your table in a restaurant.,2016-05-08T16:36:35+0000,philosophy
6,59,"Sarathkumar Kadaisi Varaikku Nattamai than pole. 

Pasupathi,  edra vandiya vootukku polam.",2016-05-19T04:59:44+0000,politics
146,59,"Airtel ad claims that its 4g loads yoyo honey Singh music video the fastest .

Another reason why I am sticking to 2g.",2015-10-23T16:48:38+0000,tv
22,59,"Unganala unga Vilambarathukkae vera vera paatiya pudikka mudiyala,  neengellam aatchiya pudichu...",2016-05-12T02:11:31+0000,politics
10,58,Apple's CEO is in India and he is hosting a grand dinner party. I wonder who will be the cook.,2016-05-18T15:49:32+0000,news
80,58,"love yourself, Everything else will fall into place.",2016-02-14T05:57:07+0000,philosophy
105,58,"PA : Ji 2015 namakku nalla varusham, Pakistan thavara ella countrykkum poitom. 

Modi: Pasupathi, Vidra vandiaya Pakistan ku.",2015-12-25T16:46:44+0000,politics
599,57,"1 % of Indians Excel in work
the rest 99% , work in Excel.",2013-04-21T06:39:43+0000,philosophy
225,57,"Have set my  Netbanking site as Default webpage in my browser.

Now my browser automatically blocks pop ups from flipkart , Amazon n snapdeal.

#6thSense",2015-06-11T14:15:06+0000,life
184,57,"Vaalu 3.5/5 stars.

3 for releasing the film , rest for the actual film.",2015-08-14T14:25:57+0000,movie
559,57,"watching vaaranam Aayiram in tv , the hero does Engineering and comes up in life , nice fictional movie.",2013-07-26T15:13:35+0000,movie
187,57,"Dear private schools, 

only things you build are buildings, not personalities.

#StopBragging",2015-08-12T13:53:24+0000,education
489,57,Dhanush's next movie is titled ' velai illa pattathari' as if his roles had job in all other movies .,2014-03-03T14:43:56+0000,movie
469,57,"Work life- tasteless, Gettin a ticket in train- hopeless , managing to come home after all this for a three day weekend - priceless !",2014-04-12T04:15:49+0000,life
214,56,"Time flies, Years run, Salary crawls.",2015-06-25T15:20:21+0000,work
160,56,"First question to Modi @Bosch 

' history of arrears irukka?'",2015-10-06T13:50:01+0000,politics
191,56,"Whenever a new season begins , you will find yourself another reason to live.

#FootballForLife",2015-08-08T05:34:12+0000,sports
257,56,"Mayweaher agrees to marry Pacquiao 's sister . Pacquiao gives up. Mayweather wins.

M.Pacquiao s/o Mahalakshmi.",2015-05-03T04:14:18+0000,sports
256,56,"My Non ac semi sleeper Bus ticket from Coimbatore to Chennai after a 3 day weekend costs a whopping Rs1000. People owning Buses are thriving these days.

And yes Chelsea has won the league , congrats.",2015-05-03T15:23:43+0000,sports
2,56,10th la ellarume nalla mark edutha yaaru thanda Chennai Amrita la seruveenga?,2016-05-25T04:13:20+0000,education
59,55,"@VijayMallya - Dude try for IBPS exam for probationary office post dude.  Startinge 40k salary,  plus allowances. More than anything you will get loans at a lesser interest rate. 

Kaal kaasa irunthalum government kaasu dude.",2016-03-11T03:39:16+0000,news
27,55,"Surya: I have come to get my watch. 

Party Member : Thambi intha election  ku watch illa pa smart phone,  iru election mudinjathum sticker otti tharom.",2016-05-06T02:34:12+0000,politics
57,55,"If someone tells me breaking up is the biggest pain of all,  I assume that they haven't experienced tooth ache yet.",2016-03-21T14:20:55+0000,philosophy
115,55,"After listening 5 times the song doesn't sound good.  This proof is enough to prove that Anirudh is the composer.

Pudinga sir avana pudichu jail la podunga sir.",2015-12-14T16:21:05+0000,movie
304,55,"Old- Change is the only thing that won't change 

New - Ban is the only thing that won't be banned.",2015-03-06T17:59:18+0000,philosophy
301,55,"We earn, earn and burn only to finally learn money doesn't give happiness.",2015-03-09T17:37:35+0000,philosophy
41,54,"The number of trees around your house,  is the direct measure of how rich you are.",2016-04-20T17:41:30+0000,philosophy
253,54,"Don't worry Salman , by the time you return from jail you will have a bunch of Tamil and Telugu movies to remake.

#ISupportSalman",2015-05-06T08:37:35+0000,news
148,54,"Many things can stop you from earning, but nothing can stop you from learning.

#HappyLearning #SaraswathiPooja",2015-10-21T04:47:30+0000,philosophy
554,54,And suddenly eveyone in fb becomes so patriotic.,2013-08-15T06:10:43+0000,society
272,54,"Just saw the list of highest paid CEOs for the year.Sathya Nedella tops the list with a package of Rupees 535 cr.

Weekend support pannuvaru pola !",2015-04-16T13:52:06+0000,news
38,54,"* Cut Trees. 

* Lay Roads. 

 * Keep hoardings on the sides of it, urging to  'Save Earth'. 

#AbsolutelyHuman",2016-04-22T13:33:02+0000,society
464,54,Naan sigappu manithan - usuala vishal padathula namma tha thoonguvom intha padathula paavam avare thoongittaru..,2014-04-14T13:15:56+0000,movie
254,54,"School - There are two first ranks so there will be no second rank .

Corporate - There are two first ranks so there will be two people without any rank.",2015-05-05T15:35:54+0000,work
264,53,"It seems Jhonty Rhodes has named his daughter India.

When she grows up she will have two bodyguards with the names Arjun and Vijayakanth.",2015-04-24T16:33:20+0000,sports
210,53,"From the place I live, I Will have to take an electric train , then a bus then a share auto if I wish to travel by metro.

#MetroStillADistantDream",2015-06-29T13:22:37+0000,work
209,53,"The beauty of life is, Nothing really works as per plan.",2015-07-01T16:14:46+0000,philosophy
171,53,"Maradona on Muller: Who is that , Is he a ball boy?
    - 2010, pre world cup Press conference

2014 - The ball boy scores 10 WC Goals, surpasses Maradona.

Happy birthday , Thomas Muller.",2015-09-13T12:19:58+0000,sports
153,52,You needn't travel around the world to realize that home is the best place.,2015-10-17T02:14:48+0000,philosophy
303,52,The day we men stop behaving like omen is the real women's day.,2015-03-08T04:24:55+0000,philosophy
193,52,"Today is friendship day , so was yesterday and the day before.",2015-08-01T19:38:24+0000,philosophy
23,52,"* Vote with hope. 

* Get fucked up in a loop. 

* Forget everything like a Pope. 

* Repeat the poop.",2016-05-10T04:05:37+0000,politics
69,52,Shout out to everyone who read today's newspaper and couldn't understand anything about budget or taxes.,2016-03-01T03:16:47+0000,news
503,51,People who are happy in the IT field are those who have some other plans .,2014-02-13T14:45:21+0000,work
215,51,The biggest trick the devil ever pulled off was convincing the makers of Puli that DSP was a Rockstar.,2015-06-24T14:28:57+0000,movie
266,51,"Human life cycle is the reverse of Butterfly's.

You are born as a butterfly and grow up to end up inside a shell.",2015-04-23T15:17:16+0000,philosophy
284,51,"Foreign MNC's support development , Indian MNC's develop support.",2015-04-02T15:51:42+0000,work
108,51,"*Infront of a school 

Nanjil Sampath: Thambigala school vittutangalla appram enda ingaye nikkareenga? 

Pasanga : Ammavukkaga Kaathirukkom.",2015-12-22T14:09:19+0000,politics
343,51,Coming up in life by winning a lottery is more feasible than coming up by working for a company.,2014-12-08T16:47:22+0000,work
241,51,"Check in done, Photo done, Selfie done , Next am expecting a dubsmash from Modi ji.",2015-05-16T16:52:20+0000,news
117,50,There is an app called life and no phone has it.,2015-12-12T16:26:55+0000,philosophy
96,50,"Dear Messi, 

That is Ballon d'or not vijay awards, you are not suppose to win that every year.

#InsanelyInhuman",2016-01-12T01:57:02+0000,sports
371,50,"Gonna send my bank balance sheet to flipkart and snapdeal , at least after seeing that they will stop mailing me.",2014-09-14T06:12:32+0000,life
51,50,"Simmons played like how  Kiran Selvam used to play cricket with us in his home's backyard during school days. 

#FullBongu",2016-03-31T17:43:23+0000,sports
337,50,"A smart phone with  internet speed of 2G will teach you many things in life.

#Tolerance #Patience #CrisisManagemet",2014-12-19T13:20:20+0000,philosophy
302,50,"Even In my lucid dream, I can see a computer in front of me.

#DeadLocked",2015-03-08T15:05:12+0000,life
495,50,"Once mark zukerberg bid 22 billion dollars to buy out irctc , then as usual transaction failed.",2014-02-21T14:38:14+0000,news
21,50,"One of my friends suggested a game,  where you play as a traveller and travel around the world.  I have been playing this game for quite sometime now and I am still struck in the level India.",2016-05-12T15:44:08+0000,life
154,50,The day when education was sold based on the job opportunities it has was the day  learning lost its charm.,2015-10-15T17:17:09+0000,education
118,49,"We don't know who you are,  where you are but we will find you and paste sticker on you. 
   - Taken and Given",2015-12-09T16:27:49+0000,politics
242,49,"It's not about the medals , it's not about the trophies ,  it's not about the individual honours, it's not about records, it's all about how many people your inspire . In that case Stevie G, you are right up there.",2015-05-16T11:49:24+0000,sports
357,49,"Abshiek Bachan , after kabbadi now he is promoting football.

Padam illaina ippidiyella panna thonum.",2014-10-12T05:39:07+0000,sports
75,49,"Zombies are far better and  less violent than  heroes of Hari movie,  at least they don't raise their voice.",2016-02-21T15:17:14+0000,movie
139,49,"Modi goes to Stamford Bridge. 

Comes back to India with 3 points.",2015-11-12T14:11:20+0000,sports
